innings_id,match_id,date,tournament,season,fielding_team,innings_number,ambiguous_reason,candidate_ids,candidate_names,resolved_keeper_id,resolved_source,notes
26976,13485,2026-06-28,Vitality Blast Women,2026,Warwickshire,1,multi_season,"1ec1998e,c6da6ebf","NAJ Wraith,AJ Freeborn",,,
26978,13486,2026-06-28,Vitality Blast Women,2026,Somerset,1,no_candidate,,,,,
26981,13488,2026-06-26,India tour of Ireland,2026,India,0,multi_career,"752f7486,a4cc73aa","Ishan Kishan,SV Samson",,,
26983,13489,2026-06-28,India tour of Ireland,2026,India,0,multi_career,"752f7486,a4cc73aa","Ishan Kishan,SV Samson",,,
26986,13490,2026-06-18,Major League Cricket,2026,Seattle Orcas,1,multi_career,"4663bd23,571e1d2a","TL Seifert,Shayan Jahangir",,,
26988,13491,2026-06-19,Major League Cricket,2026,San Francisco Unicorns,1,no_candidate,,,,,
26989,13492,2026-06-19,Major League Cricket,2026,Seattle Orcas,0,multi_career,"4663bd23,571e1d2a","TL Seifert,Shayan Jahangir",,,
26991,13493,2026-06-20,Major League Cricket,2026,San Francisco Unicorns,0,no_candidate,,,,,
26995,13495,2026-06-21,Major League Cricket,2026,Seattle Orcas,0,multi_career,"4663bd23,571e1d2a","TL Seifert,Shayan Jahangir",,,
26999,13497,2026-06-24,Major League Cricket,2026,San Francisco Unicorns,0,no_candidate,,,,,
27002,13498,2026-06-25,Major League Cricket,2026,Seattle Orcas,1,multi_career,"4663bd23,571e1d2a","TL Seifert,Shayan Jahangir",,,
27005,13500,2026-06-26,Major League Cricket,2026,San Francisco Unicorns,0,no_candidate,,,,,
27006,13500,2026-06-26,Major League Cricket,2026,Seattle Orcas,1,multi_career,"4663bd23,571e1d2a","TL Seifert,Shayan Jahangir",,,
27012,13503,2026-06-28,Major League Cricket,2026,Seattle Orcas,1,multi_career,"4663bd23,571e1d2a","TL Seifert,Shayan Jahangir",,,
27013,13504,2026-06-28,Major League Cricket,2026,San Francisco Unicorns,0,no_candidate,,,,,
27014,13504,2026-06-28,Major League Cricket,2026,Washington Freedom,1,multi_career,"d1305df0,dcabd6bc","AGS Gous,BKEL Milantha",,,
27016,13505,2026-06-17,Australia tour of Bangladesh,2026,Bangladesh,1,no_candidate,,,,,
27017,13506,2026-06-19,Australia tour of Bangladesh,2026,Bangladesh,0,no_candidate,,,,,
27022,13508,2026-06-16,Cricket Ireland Inter-Provincial Twenty20 Trophy,2026,Northern Knights,1,no_candidate,,,,,
27023,13509,2026-06-17,Cricket Ireland Inter-Provincial Twenty20 Trophy,2026,Northern Knights,0,no_candidate,,,,,
27024,13509,2026-06-17,Cricket Ireland Inter-Provincial Twenty20 Trophy,2026,North-West Warriors,1,no_candidate,,,,,
27025,13510,2026-06-17,Cricket Ireland Inter-Provincial Twenty20 Trophy,2026,North-West Warriors,0,no_candidate,,,,,
27035,13515,2026-06-26,Central Europe Cup,2026,Luxembourg,0,no_candidate,,,,,
27036,13515,2026-06-26,Central Europe Cup,2026,Serbia,1,no_candidate,,,,,
27037,13516,2026-06-26,Central Europe Cup,2026,Luxembourg,0,no_candidate,,,,,
27038,13516,2026-06-26,Central Europe Cup,2026,Czech Republic,1,no_candidate,,,,,
27039,13517,2026-06-27,Central Europe Cup,2026,Luxembourg,0,no_candidate,,,,,
27040,13517,2026-06-27,Central Europe Cup,2026,Serbia,1,no_candidate,,,,,
27041,13518,2026-06-28,Central Europe Cup,2026,Luxembourg,0,no_candidate,,,,,
27043,13519,2026-06-17,Kwibuka Women's Twenty20 Tournament,2026,Malawi,0,multi_season,"4e193c55,7e421645","E Chiralile,A Lumbe",,,
27050,13521,2026-06-19,Kwibuka Women's Twenty20 Tournament,2026,Rwanda,1,no_candidate,,,,,
27067,13530,2026-06-22,ICC World Twenty20 Americas Sub Regional Qualifier A,2026,Belize,1,no_candidate,,,,,
27072,13533,2026-06-24,ICC World Twenty20 Americas Sub Regional Qualifier A,2026,Belize,0,no_candidate,,,,,
27078,13536,2026-06-27,ICC World Twenty20 Americas Sub Regional Qualifier A,2026,Belize,0,no_candidate,,,,,
27089,13541,2026-06-21,Namibia T20 Tri-Series,2026,Nigeria,1,no_candidate,,,,,
27096,13545,2026-06-19,Continental Cup,2026,Switzerland,0,no_candidate,,,,,
27098,13546,2026-06-19,Continental Cup,2026,Switzerland,0,no_candidate,,,,,
27104,13549,2026-06-20,Continental Cup,2026,Switzerland,0,no_candidate,,,,,
27108,13551,2026-06-21,Continental Cup,2026,Switzerland,0,no_candidate,,,,,
27112,13553,2026-06-18,Malta Women tour of Cyprus,2026,Malta,0,no_candidate,,,,,
27114,13554,2026-06-18,Malta Women tour of Cyprus,2026,Malta,0,no_candidate,,,,,
27117,13555,2026-06-19,Malta Women tour of Cyprus,2026,Malta,1,no_candidate,,,,,
27118,13556,2026-06-20,Malta Women tour of Cyprus,2026,Malta,0,no_candidate,,,,,
27120,13557,2026-06-27,Switzerland Women tour of Denmark,2026,Switzerland,0,no_candidate,,,,,
27121,13557,2026-06-27,Switzerland Women tour of Denmark,2026,Denmark,1,multi_team_ever,"1a14aefd,4302af3d","S Hojholt,ML Karlsen",,,
27123,13558,2026-06-26,Serbia Women tour of Bulgaria,2026,Bulgaria,1,no_candidate,,,,,
27125,13559,2026-06-27,Serbia Women tour of Bulgaria,2026,Bulgaria,1,no_candidate,,,,,
27126,13560,2026-06-27,Serbia Women tour of Bulgaria,2026,Bulgaria,0,no_candidate,,,,,
27129,13561,2026-06-28,Serbia Women tour of Bulgaria,2026,Bulgaria,1,no_candidate,,,,,
27130,13562,2026-06-22,Asia Pacific Cricket Champions Trophy,2026,Uzbekistan,0,no_candidate,,,,,
27132,13563,2026-06-23,Asia Pacific Cricket Champions Trophy,2026,Uzbekistan,0,no_candidate,,,,,
27137,13565,2026-06-25,Asia Pacific Cricket Champions Trophy,2026,Uzbekistan,1,no_candidate,,,,,
27140,13567,2026-06-26,Asia Pacific Cricket Champions Trophy,2026,Uzbekistan,0,no_candidate,,,,,
